Tipo;BancoId;ContaId;Data;Valor
S;1;2112;03/01/2023;-145,93
S;1;2111;03/01/2023;-195,55
S;1;2302;03/01/2023;-1858,81
E;1;1201;03/01/2023;21352,97
E;1;1202;03/01/2023;0
S;1;2303;03/01/2023;0
E;2;1101;03/01/2023;239317,58
S;2;2107;03/01/2023;-67,87
S;2;2101;03/01/2023;-142668,03
S;2;2103;03/01/2023;-793,84
S;2;2106;03/01/2023;-190,34
S;2;2109;03/01/2023;-34
S;2;2108;03/01/2023;-70,67
S;2;2110;03/01/2023;-32,56
S;2;2112;03/01/2023;-6,7
S;2;2111;03/01/2023;-6,87
S;2;2302;03/01/2023;-69,93
E;2;1201;03/01/2023;1117,16
E;2;1202;03/01/2023;0
S;2;2303;03/01/2023;0
E;3;1101;03/01/2023;80241,98
S;3;2107;03/01/2023;-21,62
S;3;2101;03/01/2023;-23126,1
S;3;2103;03/01/2023;-290,53
S;3;2106;03/01/2023;-55,28
S;3;2109;03/01/2023;-6,71
S;3;2108;03/01/2023;-23,69
S;3;2110;03/01/2023;-3,97
S;3;2112;03/01/2023;-1,64
S;3;2111;03/01/2023;-1,22
S;3;2302;03/01/2023;-21,75
E;3;1201;03/01/2023;310,67
E;3;1202;03/01/2023;0
S;3;2303;03/01/2023;0
E;1;1101;04/01/2023;4419382,31
S;1;2107;04/01/2023;-2196,65
S;1;2101;04/01/2023;-3215979,82
S;1;2103;04/01/2023;-15282,54
S;1;2106;04/01/2023;-2753,64
S;1;2109;04/01/2023;-929,17
S;1;2108;04/01/2023;-1892,56
S;1;2110;04/01/2023;-663,73
S;1;2112;04/01/2023;-125,45
S;1;2111;04/01/2023;-199,15
S;1;2302;04/01/2023;-1446,9
E;1;1201;04/01/2023;22843,09
E;1;1202;04/01/2023;0
S;1;2303;04/01/2023;0
E;2;1101;04/01/2023;254136,19
S;2;2107;04/01/2023;-64,04
S;2;2101;04/01/2023;-146303,99
S;2;2103;04/01/2023;-1023,99
S;2;2106;04/01/2023;-171,52
S;2;2109;04/01/2023;-31,94
S;2;2108;04/01/2023;-76,53
S;2;2110;04/01/2023;-31,57
S;2;2112;04/01/2023;-6,68
S;2;2111;04/01/2023;-6,73
S;2;2302;04/01/2023;-58,08
E;2;1201;04/01/2023;1118,16
E;2;1202;04/01/2023;0
S;2;2303;04/01/2023;0
E;3;1101;04/01/2023;68357,36
S;3;2107;04/01/2023;-23,27
S;3;2101;04/01/2023;-30101,08
S;3;2103;04/01/2023;-270,74
S;3;2106;04/01/2023;-47,78
S;3;2109;04/01/2023;-7,06
S;3;2108;04/01/2023;-25,43
S;3;2110;04/01/2023;-4,77
S;3;2112;04/01/2023;-1,42
S;3;2111;04/01/2023;-1,69
S;3;2302;04/01/2023;-21,57
E;3;1201;04/01/2023;300,19
E;3;1202;04/01/2023;0
S;3;2303;04/01/2023;0
E;1;1101;05/01/2023;4495886,68
S;1;2107;05/01/2023;-2288,21
S;1;2101;05/01/2023;-2789301,46
S;1;2103;05/01/2023;-19125,06
S;1;2106;05/01/2023;-3324,73
S;1;2109;05/01/2023;-848,06
S;1;2108;05/01/2023;-2081,57
S;1;2110;05/01/2023;-656,44
S;1;2112;05/01/2023;-140,99
S;1;2111;05/01/2023;-227,29
S;1;2302;05/01/2023;-1675,53
E;1;1201;05/01/2023;26475,35
E;1;1202;05/01/2023;0
S;1;2303;05/01/2023;0
E;2;1101;05/01/2023;207040,4
S;2;2107;05/01/2023;-78,14
S;2;2101;05/01/2023;-138260,49
S;2;2103;05/01/2023;-1070,65
S;2;2106;05/01/2023;-186,29
S;2;2109;05/01/2023;-32,02
S;2;2108;05/01/2023;-87,73
S;2;2110;05/01/2023;-30,16
S;2;2112;05/01/2023;-6,14
S;2;2111;05/01/2023;-7,11
S;2;2302;05/01/2023;-67,48
E;2;1201;05/01/2023;1170,15
E;2;1202;05/01/2023;0
S;2;2303;05/01/2023;0
E;3;1101;05/01/2023;71237,88
S;3;2107;05/01/2023;-22,72
S;3;2101;05/01/2023;-23922,32
S;3;2103;05/01/2023;-277,09
S;3;2106;05/01/2023;-50,31
S;3;2109;05/01/2023;-9,54
S;3;2108;05/01/2023;-18,93
S;3;2110;05/01/2023;-4,91
S;3;2112;05/01/2023;-1,58
S;3;2111;05/01/2023;-1,72
S;3;2302;05/01/2023;-19,96
E;3;1201;05/01/2023;249,78
E;3;1202;05/01/2023;0
S;3;2303;05/01/2023;0
E;1;1101;06/01/2023;4279294,38
S;1;2107;06/01/2023;-2435,64
S;1;2401;06/01/2023;-1911957,24
S;1;2404;06/01/2023;-111909,27
S;1;2403;06/01/2023;-627262,59
S;1;2101;06/01/2023;-3551920,48
S;1;2103;06/01/2023;-17487,83
S;1;2106;06/01/2023;-3116,57
S;1;2109;06/01/2023;-846,77
S;1;2108;06/01/2023;-2202,4
S;1;2110;06/01/2023;-780,54
S;1;2112;06/01/2023;-132
S;1;2111;06/01/2023;-182,65
S;1;2302;06/01/2023;-1372,42
E;1;1201;06/01/2023;25195,74
E;1;1202;06/01/2023;0
S;1;2303;06/01/2023;0
S;1;2402;06/01/2023;-830969,84
E;2;1101;06/01/2023;241906,87
S;2;2107;06/01/2023;-76,53
S;2;2401;06/01/2023;-76056,54
S;2;2404;06/01/2023;-3579,94
S;2;2403;06/01/2023;-28720,36
S;2;2101;06/01/2023;-130808,55
S;2;2103;06/01/2023;-874,69
S;2;2106;06/01/2023;-180,68
S;2;2109;06/01/2023;-35,12
S;2;2108;06/01/2023;-87,56
S;2;2110;06/01/2023;-32,53
S;2;2112;06/01/2023;-7,15
S;2;2111;06/01/2023;-8,07
S;2;2302;06/01/2023;-69,7
E;2;1201;06/01/2023;946,58
E;2;1202;06/01/2023;0
S;2;2303;06/01/2023;0
S;2;2402;06/01/2023;-36130,54
E;3;1101;06/01/2023;74783,93
S;3;2107;06/01/2023;-23,98
S;3;2401;06/01/2023;-14819,96
S;3;2404;06/01/2023;-1126,47
S;3;2403;06/01/2023;-5029
S;3;2101;06/01/2023;-28727,14
S;3;2103;06/01/2023;-305,55
S;3;2106;06/01/2023;-58,68
S;3;2109;06/01/2023;-7,05
S;3;2108;06/01/2023;-19
S;3;2110;06/01/2023;-4,98
S;3;2112;06/01/2023;-1,34
S;3;2111;06/01/2023;-1,55
S;3;2302;06/01/2023;-19
E;3;1201;06/01/2023;295,69
E;3;1202;06/01/2023;0
S;3;2303;06/01/2023;0
S;3;2402;06/01/2023;-13104,06
E;1;1101;09/01/2023;4214531,96
S;1;2107;09/01/2023;-2384,68
S;1;2101;09/01/2023;-3213916,22
S;1;2103;09/01/2023;-14598,08
S;1;2106;09/01/2023;-2934,84
S;1;2109;09/01/2023;-895,11
S;1;2108;09/01/2023;-1675,99
S;1;2110;09/01/2023;-653,66
S;1;2112;09/01/2023;-128,17
S;1;2111;09/01/2023;-190,58
S;1;2302;09/01/2023;-1674,93
E;1;1201;09/01/2023;25444,44
S;1;2301;09/01/2023;-534619,12
E;1;1202;09/01/2023;0
S;1;2303;09/01/2023;0
S;1;2502;09/01/2023;-151454,41
E;2;1101;09/01/2023;228669,77
S;2;2107;09/01/2023;-67,66
S;2;2101;09/01/2023;-124993,81
S;2;2103;09/01/2023;-1134,08
S;2;2106;09/01/2023;-180,22
S;2;2109;09/01/2023;-31,72
S;2;2108;09/01/2023;-89,89
S;2;2110;09/01/2023;-32,31
S;2;2112;09/01/2023;-5,89
S;2;2111;09/01/2023;-6,85
S;2;2302;09/01/2023;-52,54
E;2;1201;09/01/2023;1076,59
S;2;2301;09/01/2023;-21937,95
E;2;1202;09/01/2023;0
S;2;2303;09/01/2023;0
S;2;2502;09/01/2023;-5619,1
E;3;1101;09/01/2023;73904,81
S;3;2107;09/01/2023;-24,52
S;3;2101;09/01/2023;-30574,37
S;3;2103;09/01/2023;-237,9
S;3;2106;09/01/2023;-48,1
S;3;2109;09/01/2023;-8,62
S;3;2108;09/01/2023;-20,93
S;3;2110;09/01/2023;-3,75
S;3;2112;09/01/2023;-1,78
S;3;2111;09/01/2023;-1,41
S;3;2302;09/01/2023;-23,3
E;3;1201;09/01/2023;317,1
S;3;2301;09/01/2023;-4125,11
E;3;1202;09/01/2023;0
S;3;2303;09/01/2023;0
S;3;2502;09/01/2023;-1771,24
E;1;1101;10/01/2023;4410474,76
S;1;2107;10/01/2023;-2230,46
S;1;2101;10/01/2023;-2868812,32
S;1;2103;10/01/2023;-14870,16
S;1;2106;10/01/2023;-3428,56
S;1;2109;10/01/2023;-824,97
S;1;2108;10/01/2023;-1674,12
S;1;2110;10/01/2023;-676,58
S;1;2112;10/01/2023;-145,32
S;1;2111;10/01/2023;-170,67
S;1;2302;10/01/2023;-1510,59
E;1;1201;10/01/2023;29031,29
E;1;1202;10/01/2023;0
S;1;2303;10/01/2023;0
E;2;1101;10/01/2023;253660,14
S;2;2107;10/01/2023;-65,06
S;2;2101;10/01/2023;-133992,43
S;2;2103;10/01/2023;-789,28
S;2;2106;10/01/2023;-196,6
S;2;2109;10/01/2023;-26,59
S;2;2108;10/01/2023;-87,46
S;2;2110;10/01/2023;-24,77
S;2;2112;10/01/2023;-5,55
S;2;2111;10/01/2023;-9,92
S;2;2302;10/01/2023;-60,19
E;2;1201;10/01/2023;996,42
E;2;1202;10/01/2023;0
S;2;2303;10/01/2023;0
E;3;1101;10/01/2023;72627,8
S;3;2107;10/01/2023;-24,57
S;3;2101;10/01/2023;-23846,42
S;3;2103;10/01/2023;-246,43
S;3;2106;10/01/2023;-59,03
S;3;2109;10/01/2023;-8,74
S;3;2108;10/01/2023;-19,29
S;3;2110;10/01/2023;-4,44
S;3;2112;10/01/2023;-1,25
S;3;2111;10/01/2023;-1,28
S;3;2302;10/01/2023;-22,08
E;3;1201;10/01/2023;268,91
E;3;1202;10/01/2023;0
S;3;2303;10/01/2023;0
E;1;1101;11/01/2023;4367853,57
S;1;2107;11/01/2023;-2301,62
S;1;2101;11/01/2023;-2782769,55
S;1;2103;11/01/2023;-16246,77
S;1;2106;11/01/2023;-3057,67
S;1;2109;11/01/2023;-692,97
S;1;2108;11/01/2023;-1699,02
S;1;2110;11/01/2023;-575,91
S;1;2112;11/01/2023;-159,69
S;1;2111;11/01/2023;-240,43
S;1;2302;11/01/2023;-1467,59
E;1;1201;11/01/2023;28029,48
E;1;1202;11/01/2023;0
S;1;2303;11/01/2023;0
E;2;1101;11/01/2023;256800,86
S;2;2107;11/01/2023;-82,07
S;2;2101;11/01/2023;-130744,6
S;2;2103;11/01/2023;-1066,69
S;2;2106;11/01/2023;-176,92
S;2;2109;11/01/2023;-30,72
S;2;2108;11/01/2023;-81,3
S;2;2110;11/01/2023;-23,47
S;2;2112;11/01/2023;-6,05
S;2;2111;11/01/2023;-6,85
S;2;2302;11/01/2023;-72,2
E;2;1201;11/01/2023;1316,79
E;2;1202;11/01/2023;0
S;2;2303;11/01/2023;0
E;3;1101;11/01/2023;67603,79
S;3;2107;11/01/2023;-22,72
S;3;2101;11/01/2023;-29476,92
S;3;2103;11/01/2023;-293,68
S;3;2106;11/01/2023;-45,35
S;3;2109;11/01/2023;-6,64
S;3;2108;11/01/2023;-20,93
S;3;2110;11/01/2023;-3,97
S;3;2112;11/01/2023;-1,75
S;3;2111;11/01/2023;-1,38
S;3;2302;11/01/2023;-20,8
E;3;1201;11/01/2023;337,29
E;3;1202;11/01/2023;0
S;3;2303;11/01/2023;0
E;1;1101;12/01/2023;4195376,5
S;1;2107;12/01/2023;-2240,78
S;1;2101;12/01/2023;-2864033,9
S;1;2103;12/01/2023;-19081,36
S;1;2106;12/01/2023;-3110,96
S;1;2109;12/01/2023;-937,39
S;1;2108;12/01/2023;-2155,25
S;1;2110;12/01/2023;-536,5
S;1;2112;12/01/2023;-113,74
S;1;2111;12/01/2023;-183,2
S;1;2302;12/01/2023;-1412,8
E;1;1201;12/01/2023;20802,58
E;1;1202;12/01/2023;0
S;1;2303;12/01/2023;0
E;2;1101;12/01/2023;234273,35
S;2;2107;12/01/2023;-64,64
S;2;2101;12/01/2023;-143301,65
S;2;2103;12/01/2023;-801,01
S;2;2106;12/01/2023;-144,5
S;2;2109;12/01/2023;-29,91
S;2;2108;12/01/2023;-68,45
S;2;2110;12/01/2023;-25,51
S;2;2112;12/01/2023;-6,6
S;2;2111;12/01/2023;-9,07
S;2;2302;12/01/2023;-50,86
E;2;1201;12/01/2023;961,16
E;2;1202;12/01/2023;0
S;2;2303;12/01/2023;0
E;3;1101;12/01/2023;73423,29
S;3;2107;12/01/2023;-19,23
S;3;2101;12/01/2023;-25298,16
S;3;2103;12/01/2023;-220,09
S;3;2106;12/01/2023;-58,27
S;3;2109;12/01/2023;-6,78
S;3;2108;12/01/2023;-27,26
S;3;2110;12/01/2023;-4,8
S;3;2112;12/01/2023;-1,49
S;3;2111;12/01/2023;-1,18
S;3;2302;12/01/2023;-17,06
E;3;1201;12/01/2023;259,45
E;3;1202;12/01/2023;0
S;3;2303;12/01/2023;0
E;1;1101;13/01/2023;4389756,09
S;1;2107;13/01/2023;-2250,75
S;1;2101;13/01/2023;-2858421,97
S;1;2103;13/01/2023;-15253,76
S;1;2106;13/01/2023;-4068,13
S;1;2109;13/01/2023;-803,58
S;1;2108;13/01/2023;-1836,67
S;1;2110;13/01/2023;-586,7
S;1;2112;13/01/2023;-124,5
S;1;2111;13/01/2023;-213,87
S;1;2302;13/01/2023;-1488,32
E;1;1201;13/01/2023;25185,42
E;1;1202;13/01/2023;0
S;1;2303;13/01/2023;0
E;2;1101;13/01/2023;217356,55
S;2;2107;13/01/2023;-64,24
S;2;2101;13/01/2023;-141947,41
S;2;2103;13/01/2023;-775,07
S;2;2106;13/01/2023;-179,64
S;2;2109;13/01/2023;-31,66
S;2;2108;13/01/2023;-75,73
S;2;2110;13/01/2023;-33,63
S;2;2112;13/01/2023;-5,61
S;2;2111;13/01/2023;-9,66
S;2;2302;13/01/2023;-58,21
E;2;1201;13/01/2023;1162,8
E;2;1202;13/01/2023;0
S;2;2303;13/01/2023;0
E;3;1101;13/01/2023;73894,08
S;3;2107;13/01/2023;-24,29
S;3;2101;13/01/2023;-23604,11
S;3;2103;13/01/2023;-248,57
S;3;2106;13/01/2023;-48,44
S;3;2109;13/01/2023;-7,29
S;3;2108;13/01/2023;-24,88
S;3;2110;13/01/2023;-4,6
S;3;2112;13/01/2023;-1,56
S;3;2111;13/01/2023;-1,44
S;3;2302;13/01/2023;-23,03
E;3;1201;13/01/2023;310,85
E;3;1202;13/01/2023;0
S;3;2303;13/01/2023;0
E;1;1101;16/01/2023;4178064,14
S;1;2107;16/01/2023;-2212,23
S;1;2101;16/01/2023;-2849082,97
S;1;2103;16/01/2023;-18483,55
S;1;2102;16/01/2023;-1115998,23
S;1;2106;16/01/2023;-3553,42
S;1;2109;16/01/2023;-765,75
S;1;2108;16/01/2023;-1944,9
S;1;2110;16/01/2023;-532,32
S;1;2112;16/01/2023;-161,13
S;1;2111;16/01/2023;-246,73
S;1;2302;16/01/2023;-1824,63
E;1;1201;16/01/2023;20301,26
E;1;1202;16/01/2023;0
S;1;2303;16/01/2023;0
E;2;1101;16/01/2023;234118,6
S;2;2107;16/01/2023;-77,59
S;2;2101;16/01/2023;-117714,67
S;2;2103;16/01/2023;-898,28
S;2;2102;16/01/2023;-62774,63
S;2;2106;16/01/2023;-167,07
S;2;2109;16/01/2023;-32,17
S;2;2108;16/01/2023;-90,57
S;2;2110;16/01/2023;-27,42
S;2;2112;16/01/2023;-5,94
S;2;2111;16/01/2023;-9,88
S;2;2302;16/01/2023;-63,41
E;2;1201;16/01/2023;1013,46
E;2;1202;16/01/2023;0
S;2;2303;16/01/2023;0
E;3;1101;16/01/2023;76251,25
S;3;2107;16/01/2023;-22,22
S;3;2101;16/01/2023;-30711,08
S;3;2103;16/01/2023;-218,94
S;3;2102;16/01/2023;-14353,23
S;3;2106;16/01/2023;-55,5
S;3;2109;16/01/2023;-7,58
S;3;2108;16/01/2023;-25,45
S;3;2110;16/01/2023;-4,62
S;3;2112;16/01/2023;-1,68
S;3;2111;16/01/2023;-1,39
S;3;2302;16/01/2023;-22,34
E;3;1201;16/01/2023;292,49
E;3;1202;16/01/2023;0
S;3;2303;16/01/2023;0
E;1;1101;17/01/2023;4251970
S;1;2107;17/01/2023;-2239,24
S;1;2101;17/01/2023;-3594981,24
S;1;2103;17/01/2023;-14260,66
S;1;2106;17/01/2023;-3617,68
S;1;2109;17/01/2023;-716,58
S;1;2108;17/01/2023;-2263,32
S;1;2110;17/01/2023;-529,82
S;1;2112;17/01/2023;-161,74
S;1;2111;17/01/2023;-168,44
S;1;2302;17/01/2023;-1441,5
E;1;1201;17/01/2023;28537,83
E;1;1202;17/01/2023;0
S;1;2303;17/01/2023;0
E;2;1101;17/01/2023;239694,7
S;2;2107;17/01/2023;-82,94
S;2;2101;17/01/2023;-129132,6
S;2;2103;17/01/2023;-805,01
S;2;2106;17/01/2023;-169,92
S;2;2109;17/01/2023;-32,52
S;2;2108;17/01/2023;-79,58
S;2;2110;17/01/2023;-32,39
S;2;2112;17/01/2023;-5,03
S;2;2111;17/01/2023;-9,24
S;2;2302;17/01/2023;-53,99
E;2;1201;17/01/2023;1255,22
E;2;1202;17/01/2023;0
S;2;2303;17/01/2023;0
E;3;1101;17/01/2023;74220,48
S;3;2107;17/01/2023;-20,98
S;3;2101;17/01/2023;-28910,22
S;3;2103;17/01/2023;-226,19
S;3;2106;17/01/2023;-58,79
S;3;2109;17/01/2023;-9,15
S;3;2108;17/01/2023;-20,02
S;3;2110;17/01/2023;-3,5
S;3;2112;17/01/2023;-1,4
S;3;2111;17/01/2023;-1,65
S;3;2302;17/01/2023;-19,43
E;3;1201;17/01/2023;283,16
E;3;1202;17/01/2023;0
S;3;2303;17/01/2023;0
E;1;1101;18/01/2023;4204609,31
S;1;2107;18/01/2023;-2315,06
S;1;2101;18/01/2023;-3166793,16
S;1;2103;18/01/2023;-20204,15
S;1;2104;18/01/2023;-327982,91
S;1;2106;18/01/2023;-3478,11
S;1;2109;18/01/2023;-703,47
S;1;2108;18/01/2023;-1906,06
S;1;2110;18/01/2023;-568,34
S;1;2112;18/01/2023;-123,32
S;1;2111;18/01/2023;-199,64
S;1;2302;18/01/2023;-1553,44
E;1;1201;18/01/2023;26401,49
E;1;1202;18/01/2023;0
S;1;2303;18/01/2023;0
E;2;1101;18/01/2023;233255,93
S;2;2107;18/01/2023;-64,94
S;2;2101;18/01/2023;-102306,27
S;2;2103;18/01/2023;-1046,05
S;2;2104;18/01/2023;-11756,5
S;2;2106;18/01/2023;-156,99
S;2;2109;18/01/2023;-28,06
S;2;2108;18/01/2023;-86,47
S;2;2110;18/01/2023;-31,9
S;2;2112;18/01/2023;-5,5
S;2;2111;18/01/2023;-7,27
S;2;2302;18/01/2023;-58,12
E;2;1201;18/01/2023;1130,38
E;2;1202;18/01/2023;0
S;2;2303;18/01/2023;0
E;3;1101;18/01/2023;62442,04
S;3;2107;18/01/2023;-23,67
S;3;2101;18/01/2023;-30244,58
S;3;2103;18/01/2023;-291,24
S;3;2104;18/01/2023;-4554,57
S;3;2106;18/01/2023;-51,07
S;3;2109;18/01/2023;-9,56
S;3;2108;18/01/2023;-20,63
S;3;2110;18/01/2023;-4,37
S;3;2112;18/01/2023;-1,49
S;3;2111;18/01/2023;-1,59
S;3;2302;18/01/2023;-20,78
E;3;1201;18/01/2023;278,18
E;3;1202;18/01/2023;0
S;3;2303;18/01/2023;0
E;1;1101;19/01/2023;4368959,08
S;1;2107;19/01/2023;-2316,43
S;1;2101;19/01/2023;-3223266,64
S;1;2103;19/01/2023;-16706,23
S;1;2106;19/01/2023;-3279,53
S;1;2109;19/01/2023;-919,96
S;1;2108;19/01/2023;-1752,86
S;1;2110;19/01/2023;-775,88
S;1;2112;19/01/2023;-142,35
S;1;2111;19/01/2023;-171,29
S;1;2302;19/01/2023;-1539,22
E;1;1201;19/01/2023;28296,92
E;1;1202;19/01/2023;0
S;1;2303;19/01/2023;0
E;2;1101;19/01/2023;218137,43
S;2;2107;19/01/2023;-78,7
S;2;2101;19/01/2023;-123480,94
S;2;2103;19/01/2023;-943,69
S;2;2106;19/01/2023;-190,2
S;2;2109;19/01/2023;-26,36
S;2;2108;19/01/2023;-81,28
S;2;2110;19/01/2023;-24,31
S;2;2112;19/01/2023;-6,03
S;2;2111;19/01/2023;-9,23
S;2;2302;19/01/2023;-68,16
E;2;1201;19/01/2023;940,99
E;2;1202;19/01/2023;0
S;2;2303;19/01/2023;0
E;3;1101;19/01/2023;76455,24
S;3;2107;19/01/2023;-19,46
S;3;2101;19/01/2023;-26046,81
S;3;2103;19/01/2023;-228,76
S;3;2106;19/01/2023;-59,08
S;3;2109;19/01/2023;-8,48
S;3;2108;19/01/2023;-19,61
S;3;2110;19/01/2023;-4,52
S;3;2112;19/01/2023;-1,73
S;3;2111;19/01/2023;-1,32
S;3;2302;19/01/2023;-20,33
E;3;1201;19/01/2023;316,37
E;3;1202;19/01/2023;0
S;3;2303;19/01/2023;0
E;1;1101;20/01/2023;4511845,32
S;1;2107;20/01/2023;-2351,84
S;1;2101;20/01/2023;-3277859,74
S;1;2103;20/01/2023;-19082,8
S;1;2106;20/01/2023;-3025,39
S;1;2109;20/01/2023;-828,27
S;1;2108;20/01/2023;-1917,21
S;1;2110;20/01/2023;-563,39
S;1;2112;20/01/2023;-144,24
S;1;2111;20/01/2023;-192,94
S;1;2302;20/01/2023;-1884,04
E;1;1201;20/01/2023;28216,84
E;1;1202;20/01/2023;0
S;1;2303;20/01/2023;0
S;1;2501;20/01/2023;-250197,9
E;2;1101;20/01/2023;250604,99
S;2;2107;20/01/2023;-67,47
S;2;2101;20/01/2023;-142360,07
S;2;2103;20/01/2023;-1004,92
S;2;2106;20/01/2023;-143,98
S;2;2109;20/01/2023;-24,39
S;2;2108;20/01/2023;-82,23
S;2;2110;20/01/2023;-30,15
S;2;2112;20/01/2023;-5,95
S;2;2111;20/01/2023;-7,72
S;2;2302;20/01/2023;-73,88
E;2;1201;20/01/2023;1289,99
E;2;1202;20/01/2023;0
S;2;2303;20/01/2023;0
S;2;2501;20/01/2023;-12463,57
E;3;1101;20/01/2023;68382,69
S;3;2107;20/01/2023;-22,06
S;3;2101;20/01/2023;-28242,41
S;3;2103;20/01/2023;-245,61
S;3;2106;20/01/2023;-49,17
S;3;2109;20/01/2023;-6,44
S;3;2108;20/01/2023;-18,88
S;3;2110;20/01/2023;-4,08
S;3;2112;20/01/2023;-1,51
S;3;2111;20/01/2023;-1,5
S;3;2302;20/01/2023;-16,51
E;3;1201;20/01/2023;349,68
E;3;1202;20/01/2023;0
S;3;2303;20/01/2023;0
S;3;2501;20/01/2023;-3516,38
E;1;1101;23/01/2023;4242162,94
S;1;2107;23/01/2023;-2197,44
S;1;2101;23/01/2023;-2792691,82
S;1;2103;23/01/2023;-17975,75
S;1;2106;23/01/2023;-2899,39
S;1;2109;23/01/2023;-951,23
S;1;2108;23/01/2023;-2073,47
S;1;2105;23/01/2023;-94400,59
S;1;2110;23/01/2023;-704,28
S;1;2112;23/01/2023;-151,25
S;1;2111;23/01/2023;-207,42
S;1;2302;23/01/2023;-1668,38
E;1;1201;23/01/2023;29419,62
E;1;1202;23/01/2023;0
S;1;2303;23/01/2023;0
E;2;1101;23/01/2023;255815,52
S;2;2107;23/01/2023;-80,84
S;2;2101;23/01/2023;-129923,29
S;2;2103;23/01/2023;-871,74
S;2;2106;23/01/2023;-144,97
S;2;2109;23/01/2023;-25,16
S;2;2108;23/01/2023;-76,68
S;2;2105;23/01/2023;-3680,85
S;2;2110;23/01/2023;-27,91
S;2;2112;23/01/2023;-4,91
S;2;2111;23/01/2023;-9,44
S;2;2302;23/01/2023;-70,41
E;2;1201;23/01/2023;1348,41
E;2;1202;23/01/2023;0
S;2;2303;23/01/2023;0
E;3;1101;23/01/2023;71057,94
S;3;2107;23/01/2023;-23,93
S;3;2101;23/01/2023;-22523,03
S;3;2103;23/01/2023;-314,73
S;3;2106;23/01/2023;-51
S;3;2109;23/01/2023;-6,98
S;3;2108;23/01/2023;-22,68
S;3;2105;23/01/2023;-834,08
S;3;2110;23/01/2023;-4,99
S;3;2112;23/01/2023;-1,21
S;3;2111;23/01/2023;-1,61
S;3;2302;23/01/2023;-22,31
E;3;1201;23/01/2023;331,68
E;3;1202;23/01/2023;0
S;3;2303;23/01/2023;0
E;1;1101;24/01/2023;4301217,97
S;1;2107;24/01/2023;-2203,94
S;1;2101;24/01/2023;-2981274,26
S;1;2103;24/01/2023;-15605,19
S;1;2106;24/01/2023;-4003
S;1;2109;24/01/2023;-952,8
S;1;2108;24/01/2023;-2109,4
S;1;2110;24/01/2023;-712,5
S;1;2112;24/01/2023;-150,7
S;1;2111;24/01/2023;-203
S;1;2302;24/01/2023;-1520,7
E;1;1201;24/01/2023;29506,34
E;1;1202;24/01/2023;0
S;1;2303;24/01/2023;0
E;2;1101;24/01/2023;239529,92
S;2;2107;24/01/2023;-81,85
S;2;2101;24/01/2023;-121569,93
S;2;2103;24/01/2023;-1056,74
S;2;2106;24/01/2023;-196,02
S;2;2109;24/01/2023;-27,96
S;2;2108;24/01/2023;-87,84
S;2;2110;24/01/2023;-27,49
S;2;2112;24/01/2023;-5,48
S;2;2111;24/01/2023;-9,15
S;2;2302;24/01/2023;-60,25
E;2;1201;24/01/2023;1016,6
E;2;1202;24/01/2023;0
S;2;2303;24/01/2023;0
E;3;1101;24/01/2023;65363,65
