ProdutoId;OperadorId;Valor;Data;ClienteId
5;8;35110,53;08/01/2023;43961
5;7;31282,98;08/01/2023;46941
5;9;49423,19;08/01/2023;26519
5;4;49135,3;08/01/2023;7966
6;1;10009,34;08/01/2023;87382
8;2;298850,23;08/01/2023;47948
8;8;50756,09;08/01/2023;6500
8;4;297637,33;08/01/2023;2613
8;9;224892,71;08/01/2023;81353
11;15;323297;08/01/2023;51230
13;15;331274,99;08/01/2023;89471
13;11;497627,74;08/01/2023;87084
14;14;162491,88;08/01/2023;88268
14;15;444286,54;08/01/2023;21240
14;12;610552,89;08/01/2023;30397
14;14;539792,14;08/01/2023;89886
14;14;448651,28;08/01/2023;76118
14;15;522837,06;08/01/2023;63699
14;12;630937,97;08/01/2023;44490
14;12;288979,58;08/01/2023;75295
15;11;12910,28;08/01/2023;82815
15;12;14779,66;08/01/2023;22659
16;12;80539,01;08/01/2023;20690
16;14;91031,64;08/01/2023;81272
16;14;80765,98;08/01/2023;8153
16;13;82308,34;08/01/2023;54921
16;14;92391,17;08/01/2023;73235
17;13;479001,85;08/01/2023;17236
17;13;173913,08;08/01/2023;84908
17;14;347871,6;08/01/2023;18958
17;14;315903,22;08/01/2023;71575
18;15;373560,49;08/01/2023;54574
18;15;221419,91;08/01/2023;4547
18;13;147013,3;08/01/2023;36176
18;11;273593,52;08/01/2023;68118
1;6;43094,19;09/01/2023;11152
1;4;41283,95;09/01/2023;11330
1;5;23854,78;09/01/2023;40156
1;4;14935,73;09/01/2023;11473
1;6;5631,99;09/01/2023;84892
1;2;16916,47;09/01/2023;49280
1;4;593,44;09/01/2023;79152
1;5;39859,52;09/01/2023;55667
1;8;38440,39;09/01/2023;46052
1;1;19440,95;09/01/2023;40105
1;2;16003,25;09/01/2023;5812
1;4;32721,48;09/01/2023;31970
1;3;2088,7;09/01/2023;34231
1;6;45135;09/01/2023;59388
1;1;42166,05;09/01/2023;51028
1;6;36333,25;09/01/2023;27514
1;5;18478,15;09/01/2023;15396
2;9;551578,74;09/01/2023;33154
2;3;905080,54;09/01/2023;28518
2;8;838092,59;09/01/2023;43517
3;3;12700,54;09/01/2023;38710
